,canonized_url,date,original_url,mime_type,response_code,old_checksum,length
450,"com,twitter)/potus44",20170924025429,https://twitter.com/POTUS44,text/html,200,GB5FPHNI2SD2NFNAMM3IOFCWJJMTGGOP,43651
451,"com,twitter)/potus44",20170925024218,https://twitter.com/POTUS44,text/html,200,4XKK22FNRMI2TDUYV3ORGJFXLIYIZT5C,43600
452,"com,twitter)/potus44",20170925204624,https://twitter.com/POTUS44,text/html,200,QBXMPKQ2KMMDCRQ4NTQRNY6HBDAW3UG2,43691
453,"com,twitter)/potus44",20170926014129,https://twitter.com/POTUS44,text/html,200,A4IK6Y5ULEDAZAANT4L66S4XOAY6OK3Y,43685
454,"com,twitter)/potus44",20170927021544,https://twitter.com/POTUS44,text/html,200,D54VYFOPFRS5CRJNOCASSG3IUZIUQNKX,43627
455,"com,twitter)/potus44",20170927034158,https://twitter.com/POTUS44,text/html,200,MTSVQ4Y6OEDRJRARGB6WDBARVZAPEB3A,43729
456,"com,twitter)/potus44",20170927141715,https://twitter.com/POTUS44,text/html,200,LANFKMAUYEYKINN4SXKLIWKQROXFEM6Z,43559
457,"com,twitter)/potus44",20170928012939,https://twitter.com/POTUS44,text/html,200,VBQI2UFPEPHTN373CUNLWI52NRE5JES7,43651
458,"com,twitter)/potus44",20170929005359,https://twitter.com/POTUS44,text/html,200,65PQESYDXFGM3423G7XYAONN57AEC4NM,43961
459,"com,twitter)/potus44",20170930013538,https://twitter.com/POTUS44,text/html,200,PLTRK7VZFVATCDBYXS4W65FPZIF5KXU2,44153
460,"com,twitter)/potus44",20170930043716,https://twitter.com/POTUS44,text/html,200,VLEYZWGAVA2BD7BKOBE7O52A6MFT4JNA,44131
461,"com,twitter)/potus44",20171001023522,https://twitter.com/POTUS44,text/html,200,N4NMUDRPQ4QSWKVXLCSKYDT4W4QM54RU,43665
462,"com,twitter)/potus44",20171002023707,https://twitter.com/POTUS44,text/html,200,ONJTOP345PIZYZZEGP5CWIDTTVXLXCHX,44823
463,"com,twitter)/potus44",20171002044738,https://twitter.com/POTUS44,text/html,200,L36RVNWMUNIT2N7WEPDNW23BRHSUMXTY,45136
464,"com,twitter)/potus44",20171002162129,https://twitter.com/POTUS44,text/html,200,RVKPJ666ADM2IASSBHRBL7IFNANA77R4,44610
465,"com,twitter)/potus44",20171003020919,https://twitter.com/POTUS44,text/html,200,AEIDQQHQJUN3XVKPIIHJLDTUZKJLYX2D,44724
466,"com,twitter)/potus44",20171004003642,https://twitter.com/POTUS44,text/html,200,ZYFK6KYWGGY3L44QBIVOT7CMCUMCS72O,44322
467,"com,twitter)/potus44",20171004032814,https://twitter.com/POTUS44,text/html,200,YSQEHUJXMFMXAWHEDUHUKLBLHELG5O3Q,44467
468,"com,twitter)/potus44",20171004045422,https://twitter.com/POTUS44,text/html,200,EZFFWWKMDQIJ2W4HHKEK5S7WY3FBN63P,44369
469,"com,twitter)/potus44",20171005014709,https://twitter.com/POTUS44,text/html,200,HUMTHLBSVCNYNHO2KTOJZO7ZFEY6ODDV,45080
470,"com,twitter)/potus44",20171005043215,https://twitter.com/POTUS44,text/html,200,JQ7NXAWIA4QLYDGDD3MBIKFJZ362WBIJ,45172
471,"com,twitter)/potus44",20171006021600,https://twitter.com/POTUS44,text/html,200,RTXV4LJ27X7OMYZOG5LV2JQAZIQ6KDFL,45264
472,"com,twitter)/potus44",20171007003246,https://twitter.com/POTUS44,text/html,200,27QLO6N6TLJAXGJEFKFL7MMBGI2PGXMU,45582
473,"com,twitter)/potus44",20171007050022,https://twitter.com/POTUS44,text/html,200,P2TWYOVTS5HUE4DIVBAJUVK7W5G7UNN2,45621
474,"com,twitter)/potus44",20171008014406,https://twitter.com/POTUS44,text/html,200,TRCKK3VHCWETTAGKDD5M5ATRNLV3D3EL,45508
475,"com,twitter)/potus44",20171008135237,https://twitter.com/POTUS44,text/html,200,2G42I7QRDQIXMORYVXD24MAGZRUDO7LA,46932
476,"com,twitter)/potus44",20171009012109,https://twitter.com/POTUS44,text/html,200,HFPLE2IRW25GUNTXFVGHFINK64SIGFGH,45524
477,"com,twitter)/potus44",20171010021343,https://twitter.com/POTUS44,text/html,200,IXBPYUN6G2QEIRBZ6J2S5TSFMFBFHQYM,45677
478,"com,twitter)/potus44",20171010061125,https://twitter.com/potus44,text/html,200,LNHQ27MARXYEYCCEJL3PM546L6LSJVPN,45836
479,"com,twitter)/potus44",20171010104735,https://twitter.com/POTUS44,text/html,200,453TEDTTSCG6BZLO4S2EP34VQL7HVRNA,45693
480,"com,twitter)/potus44",20171011011421,https://twitter.com/POTUS44,text/html,200,PUMW7Z6AYGHLBYGWGOD2VGUHI3TK6NMZ,45714
481,"com,twitter)/potus44",20171011062424,https://twitter.com/POTUS44,text/html,200,45DSH5ZMQDHA4EQPYMMCPC27LCUUFBO3,45808
482,"com,twitter)/potus44",20171011090748,https://twitter.com/POTUS44,text/html,200,JW7LX4JZGYDKBU37FKMER5ZIOPVHRIED,45697
